gene,SYMBOL,GENENAME
AT1G04487,,
AT1G04490,,
AT1G04500,,
AT1G04503,,
AT1G04510,MAC3A|PUB59,"Encodes MAC3A, a U-box proteins with homology to the yeast and human E3 ubiquitin ligase Prp19.  Associated with the MOS4-Associated Complex (MAC).  Involved in plant innate immunity."
AT1G04513,,
AT1G04520,PDLP2,
AT1G04530,TPR4,
AT1G04537,,
AT1G04540,,
AT1G04550,BDL|IAA12,IAA12/BDL plays a role in auxin-mediated processes of apical-basal patterning in the embryo. bdl mutants lack a primary root meristem
AT1G04555,,
AT1G04567,,
AT1G04570,,
AT1G04580,AAO4|AO4|ATAO-4|ATAO2,Encodes aldehyde oxidase AAO4 preferentially expressed in developing seeds.
AT1G04590,,
AT1G04600,ATXIA|XIA,member of Myosin-like proteins
AT1G04610,YUC3,
AT1G04620,HCAR,
AT1G04630,MEE4,
AT1G04635,AtPOP5|EMB1687|POP5,
AT1G04640,LIP2,"Lipoyltransferase, located in mitochondria but not found in chloroplasts"
AT1G04643,,
AT1G04647,,
AT1G04650,FLIP,
AT1G04660,,
AT1G04680,,
AT1G04690,KAB1|KV-BETA1,
AT1G04700,RAF16,
AT1G04707,,
AT1G04710,KAT1|PKT4,EC2.3.1.16 thiolase.
AT1G04713,,
AT1G04730,CTF18,Necessary for sister chromatid cohesion. Acts in synergy with ETG1.
AT1G04733,,
AT1G04743,,
AT1G04750,AT|ATVAMP721|VAMP721|VAMP7B,"vesicle-associated membrane protein 7B (At VAMP7B) mRNA,"
AT1G04760,ATVAMP726|VAMP726,member of Synaptobrevin -like protein family
AT1G04767,,
AT1G04770,SDI2,
AT1G04778,,
AT1G04780,,
AT1G04790,,
AT1G04800,,
AT1G04810,,
AT1G04820,TOR2|TUA4,"Encodes an alpha tubulin isoform that is expressed in roots, leaves and flowers."
AT1G04823,,
AT1G04830,,
AT1G04833,,
AT1G04837,,
AT1G04840,,
AT1G04850,,
AT1G04860,ATUBP2|UBP2,Encodes a ubiquitin-specific protease.
AT1G04870,ATPRMT10|PRMT10,Encodes a type I protein arginine methyltransferase based on the At1g04870.2 gene model. PRMT10 can catalyze the asymmetric dimethylation of arginine 3 on histone 4 and can also methylate myelin basic protein in vitro.  Mutants lacking PRMT10 flower late due to defects in the autonomous pathway and they have elevated levels of FLC transcripts.
AT1G04873,,
AT1G04880,AtHMGB15|HMGBD15,
AT1G04897,,
AT1G04900,,
AT1G04910,,
AT1G04917,,
AT1G04920,ATSPS3F|AtSPSB|SPS3F|SPSB,Encodes a protein with putative sucrose-phosphate synthase activity.
AT1G04930,LIN37A,
AT1G04933,,
AT1G04940,atTIC20|AtTic20-I|TIC20|Tic20-I,Tic20 is believed to function as a component of the protein-conducting channel at the inner envelope membrane. Genes AT1G04940 and AT1G04945 were switched for the TAIR7 genome release to give consistency with MIPs annotation.
AT1G04945,,
AT1G04950,ATTAF6|EMB2781|TAF6|TAFII59,Encodes one of two Arabidopsis proteins with significant similarity to the histone fold TBP-associated factor TAF6.  Mutants are embryo lethal and transmission of the mutant allele through the male gametophyte is significantly reduced.  This is due to reduced pollen tube growth of the mutant.
AT1G04953,,
AT1G04960,,
AT1G04970,LBR-1,
AT1G04977,,
AT1G04980,ATPDI10|ATPDIL2-2|PDI10|PDIL2-2,"Encodes a protein disulfide isomerase-like (PDIL) protein, a member of a multigene family within the thioredoxin (TRX) superfamily. Transcript levels for this gene are up-regulated in response to three different chemical inducers of ER stress (dithiothreitol, beta-mercaptoethanol, and tunicamycin). AtIRE1-2 does not appear to be required for this response, but the atbzip60 mutant has a diminished response."
AT1G04985,,
AT1G04990,AtC3H3,
AT1G05000,AtPFA-DSP1|PFA-DSP1,
AT1G05010,ACO4|EAT1|EFE,Encodes 1-aminocyclopropane-1-carboxylate oxidase
AT1G05020,AP180|PICALM6,
AT1G05030,,
AT1G05033,,
AT1G05047,,
AT1G05055,ATGTF2H2|GTF2H2,Member of transcription factor TFIIH complex. Involved in transcription and DNA repair and interacts with AtXPD.
AT1G05057,,
AT1G05060,,
AT1G05065,CLE20,Member of a large family of putative ligands homologous to the Clavata3 gene.  Consists of a single exon.
AT1G05070,ELMO2,
AT1G05087,,
AT1G05090,,
AT1G05100,MAPKKK18,member of MEKK subfamily
AT1G05103,,
AT1G05107,,
AT1G05120,,
AT1G05140,,
AT1G05147,,
AT1G05150,,
AT1G05160,ATKAO1|CYP88A3|KAO1,"Encodes an ent-kaurenoic acid hydroxylase, a  member of the CYP88A cytochrome p450 family."
AT1G05163,,
AT1G05170,CAGE1,
AT1G05180,AXR1,"Encodes a subunit of the RUB1 activating enzyme that regulates the protein degradation activity of Skp1-Cullin-Fbox complexes, primarily, but not exclusively, affecting auxin responses.  Acts alongside AS1 to exclude BP expression from leaves."
AT1G05183,,
AT1G05187,,
AT1G05190,EMB2394|RPL6|uL6c,
AT1G05200,ATGLR3.4|GLR3.4|GLUR3,member of Putative ligand-gated ion channel subunit family
AT1G05205,,
AT1G05207,,
AT1G05210,,
AT1G05213,,
AT1G05220,,
AT1G05230,HDG2,Encodes a homeobox-leucine zipper family protein belonging to the HD-ZIP IV family. Mutants have trichomes that appear glass-like under a dissecting microscope as compared to the wild-type trichomes.  The mutations do not affect trichome growth or branch number.
AT1G05243,,
AT1G05250,AtPRX1|PRX2,
AT1G05253,,
AT1G05260,PER3|RCI3|RCI3A,"Encodes a cold-inducible cationic peroxidase that is involved in the stress response. In response to low temperature, RCI3 transcripts accumulate in the aerial part and in roots of etiolated seedlings but only in roots of light-grown seedlings."
AT1G05267,,
AT1G05270,TRB1,
AT1G05273,,
AT1G05280,,
AT1G05287,,
AT1G05300,ZIP5,member of Fe(II) transporter isolog family
AT1G05310,,
AT1G05320,PICL,
AT1G05330,,
AT1G05337,,
AT1G05340,AthCYSTM1,
AT1G05347,,
AT1G05350,,
AT1G05360,KMS2,
AT1G05370,,
AT1G05380,,
AT1G05385,LPA19|Psb27-H1,Encodes a Psb27 homolog involved in photosystem II biogenesis.
AT1G05397,,
AT1G05400,,
AT1G05410,,
AT1G05420,ATOFP12|OFP12,
AT1G05430,,
AT1G05440,,
AT1G05450,,Encodes a Protease inhibitor/seed storage/LTP family protein
AT1G05453,,
AT1G05460,SDE3,Encodes a protein with similarity to RNA helicases. Mutants are defective in post-transcriptional gene silencing.
AT1G05470,CVP2,Encodes an inositol polyphosphate 5' phosphatase (5PTase) that is required for the proper recruitment of cells into developing vascular tissue in leaves and cotyledons. It is most similar to Type I 5PTases that are known to cleave a phosphate from IP3 or IP4. cvp2 mutants have elevated levels of IP3 and are hypersensitive to ABA in seed germination assays.
AT1G05490,chr31|CLSY3,
AT1G05500,ATSYTE|NTMC2T2.1|NTMC2TYPE2.1|SYT5|SYTE,Encodes a endomembrane-localized synaptotagmin.  Synaptotagmin family proteins are calcium sensors that regulate exocytosis in mammalian cells.
AT1G05520,AtSEC23B,
AT1G05523,,
AT1G05530,UGT2|UGT75B2,"Encodes a protein with glucosyltransferase activity with high sequence homology to UGT1 (AT1G05560). It belongs to an UGT subfamily that binds UDP-glucose but not UDP-glucuronate, UDP-galactose, or UDP-rhamnose as the glycosyl donor. UGT2 was shown to be able to use abscisic acid as glycosylation substrate in the presence of UDP-glucose."
AT1G05540,AtDOA1,
AT1G05550,AtDOA2,
AT1G05553,,
AT1G05557,,
AT1G05560,UGT1|UGT75B1,"A UDP-glucose transferase localized in the phragmoplast.  It has been co-purified with the callose synthase complex and may transfer UDP-glucose from sucrose synthase to the callose synthase and thus help form a substrate channel for the synthesis of callose at the forming cell plate. Induced by salicylic acid. Independent of NPR1 for their induction by salicylic acid. UGT1 encodes a protein with glucosyltransferase activity with high sequence homology to UGT2 (AT1G05530). It belongs to an UGT subfamily that binds UDP-glucose but not UDP-glucuronate, UDP-galactose, or UDP-rhamnose as the glycosyl donor. UGT1 was shown to be able to use abscisic acid as glycosylation substrate in the presence of UDP-glucose. UGT1/UGT75B1 catalyzes the formation of the p-aminobenzoate-glucose ester in vitro and in vivo. It appears to be the enzyme predominantly responsible for pABA-Glc formation in Arabidopsis based on assays in leaves, flowers, and siliques."
AT1G05562,,
AT1G05570,ATGSL06|ATGSL6|CALS1|GSL06|GSL6,Encodes a callose synthase 1 catalytic subunit . Member of Glycosyltransferase Family- 48.
AT1G05575,HUP17,
AT1G05577,SOK1,
AT1G05580,ATCHX23|CHX23,member of Putative Na+/H+ antiporter family
AT1G05590,ATHEX3|HEXO2,Encodes a protein with &#946;-hexosaminidase activity (the enzyme is active with p-nitrophenyl-&#946;-N-acetylglucosaminide as substrate but displayed only a minor activity toward p-nitrophenyl-&#946;-N-acetylgalactosaminide). Chitotriose-PA was digested almost completely overnight by a 50% ammonium sulfate fraction of a supernatant yeast expressing AtHEX3.
AT1G05600,EMB3101,
AT1G05610,APS2,Encodes the small subunit of ADP-glucose pyrophosphorylase. The small subunit is the catalytic isoform responsible for ADP-glucose pyrophosphorylase activity. The presence of the small subunit is required for large subunit stability. Two isoforms of the small subunit (ApS1 and ApS2) have been described. ApS2 is a minor small subunit isoform present in all plant tissues tested.
AT1G05620,NSH2|URH2,
AT1G05630,5PTASE13|AT5PTASE13,"Encodes an inositol polyphosphate 5-phosphatase with phosphatase activity toward only Ins(1,4,5)P3.  Induced in response to ABA and wounding treatments. Expressed in young seedlings and flowers, while no transcripts were detectable in maturated roots, stems, and rosette leaves Modulates the development of cotyledon veins through its regulation of auxin homeostasis. Involved in blue light lightstimulated  increase in cytosolic calcium ion."
AT1G05640,,
AT1G05660,,
AT1G05670,,
AT1G05675,,
AT1G05680,UGT74E2,"Encodes a UDP-glucosyltransferase, UGT74E2,  that acts on IBA (indole-3-butyric acid) and affects auxin homeostasis. The transcript and protein levels of this enzyme are strongly induced by H2O2 and may allow integration of ROS (reactive oxygen species) and auxin signaling. This enzyme can also transfer glycosyl groups to several compounds related to the explosive TNT when this synthetic compound is taken up from the environment."
AT1G05687,,
AT1G05690,BT3,BTB and TAZ domain protein. Acts redunantly with BT1 and BT2 during female gametophyte development. Acts with BT2 during male gametophyte development.
AT1G05700,,
AT1G05710,,
AT1G05720,,
AT1G05727,,
AT1G05730,,
AT1G05733,,
AT1G05750,CLB19|PDE247,Encodes a pentatricopeptide repeat protein required for editing of rpoA and clpP chloroplast transcripts.
AT1G05753,,
AT1G05760,RTM1,Specifically restrict the long-distance movement of tobacco etch potyvirus (TEV) without involving either hypersensitive cell death or systemic acquired resistance
AT1G05767,,
AT1G05770,,
AT1G05780,,
AT1G05783,,
AT1G05785,,
AT1G05787,,
AT1G05790,,
AT1G05800,DGL,Encodes a galactolipase. Located in the chloroplast. Involved in the initial step of jasmonic acid biosynthesis. Expressed in vegetative tissues and is necessary for the biosynthesis of basal-level JAs in vegetative tissues.
AT1G05805,AKS2,
AT1G05810,ARA|ARA-1|ATRAB11D|ATRABA5E|RABA5E,
AT1G05820,ATSPPL5|SPPL5,
AT1G05830,ATX2|SDG30,"Encodes a homolog of trithorax, a histone-lysine N-methyltransferase. Paralog of ATX1. Unlike ATX1 which is involved in trimethylating of histone H3-mysine 4, ATX2 is involved in dimethylating of histone H3-lysine 4. ATX1 and ATX2 influence the expression of largely nonoverlapping gene sets. The expression pattern of ATX2 is also different from that of ATX1."
AT1G05835,,
AT1G05837,,
AT1G05840,,
AT1G05850,ATCTL1|CTL1|ELP|ELP1|ERH1|ERH2|HOT2|POM1,"Encodes an endo chitinase-like protein AtCTL1.  Essential for tolerance to heat, salt and drought stresses.  Also involved in root hair development, cell expansion and response to cytokinin.  Allelic  to erh2. 11 alleles described in Hauser (1995). Mutant is defective in acquired thermotolerance, appears semidwarf throughout its life cycle and has extra lateral branches. There are two EMS alleles. Expression of AtHSP101 is not affected in the mutants."
AT1G05853,,
AT1G05860,,
AT1G05870,,
AT1G05873,,
AT1G05880,ARI12|ATARI12,
AT1G05890,ARI5|ATARI5,
AT1G05894,,
AT1G05900,ATNTH2|NTH2,
AT1G05910,BRAT1,
AT1G05913,,
AT1G05927,,
AT1G05940,CAT9,Encodes a member of the cationic amino acid transporter (CAT) subfamily of amino acid polyamine choline transporters.
AT1G05950,,
AT1G05960,EFOP3,
AT1G05970,AIPP1|EDM3,
AT1G06000,UGT89C1,encodes a flavonol-7-O-rhamnosyltransferase involved in the formation of rhamnosylated flavonols
AT1G06002,,
AT1G06003,,
AT1G06010,,
AT1G06020,FRK3|FRK5,
AT1G06030,FRK2|FRK6,
AT1G06033,,
AT1G06040,BBX24|STO,Encodes salt tolerance protein (STO) which confers salt tolerance to yeast cells. Fully complements calcineurin deficient yeast but does not encode a phosphoprotein phosphatase. Sequence has similarities to CONSTANS. STO co-localizes with COP1 and plays a role in light signaling.
AT1G06045,,
AT1G06050,,
AT1G06060,,
AT1G06070,bZIP69,
AT1G06080,ADS1|AtADS1,homologous to delta 9 acyl-lipid desaturases of cyanobacteria and acyl-CoA desaturases of yeast and mammals. expression down-regulated by cold temperature.
AT1G06090,ADS1.2,
AT1G06100,ADS1.3,
AT1G06110,SKIP16,
AT1G06130,GLX2-4|GLXII.4,
AT1G06137,CTNIP2|SCREW3,
AT1G06140,MEF3,
AT1G06143,,
AT1G06148,,Unknown gene
AT1G06150,EMB1444|LHL1,
AT1G06160,ERF59|ORA59,"encodes a member of the ERF (ethylene response factor) subfamily B-3 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 18 members in this subfamily including ATERF-1, ATERF-2, AND ATERF-5."
AT1G06170,bHLH089,
AT1G06173,,
AT1G06177,,
AT1G06180,ATMYB13|ATMYBLFGN|MYB13,member of MYB3R- and R2R3- type MYB- encoding genes
AT1G06190,RHON1,
AT1G06200,,
AT1G06210,TOL2,
AT1G06213,,
AT1G06220,CLO|GFA1|MEE5,Encodes a protein with similarity to splicing factor Snu114. Snu114 is thought to be involved in activation of the splicosome. Loss of GFA1 function results in reduced female fertility. Approximately 50% of ovules abort due to defects in the female gametophyte. In mutant gametophytes antipodal cells express egg cell markers suggesting a defect in specification of cell fate.GFA1 is also required to restrict the expression of LIS.
AT1G06227,,
AT1G06230,GTE4,This gene is predicted to encode a bromodomain-containing protein. Plant lines expressing RNAi constructs targeted against GTE4 show some resistance to agrobacterium-mediated root transformation.
AT1G06240,,
AT1G06250,,
AT1G06253,,
AT1G06260,,
AT1G06265,,
AT1G06270,,
AT1G06283,,
AT1G06290,ACX3|ATACX3,Encodes an acyl-CoA oxidase with specificity for medium chain fatty acids.
AT1G06310,ACX6,"Encodes a putative acyl-CoA oxidase.  However, no transcripts have been detected for this gene and no altered phenotypes have been detected in plants mutant for this gene.  This suggests that ACX6 does not significantly contribute to seedling beta-oxidation of fatty acids or indole-3-butyric acid in vivo."
AT1G06313,,
AT1G06350,ADS4|AtADS4|CER17,
AT1G06360,ADS4.2,
AT1G06380,,
AT1G06390,ATGSK1|ATSK2-3|ATSK22|BIL2|GSK1|SK22,"encodes a GSK3/shaggy-like protein kinase. Gene expression is induced by NaCl and ABA but not KCl, suggesting that this gene may be involved in response to osmotic stress. This protein can interact with the BZR1 protein involved in brassinosteroid-mediated signaling in a Y2H assay and promotes BZR1 phosphorylation in protoplasts."
AT1G06397,,
AT1G06400,ARA-2|ARA2|ATRAB11E|ATRABA1A,small GTP-binding protein (ara-2)
AT1G06410,ATTPS7|ATTPSA|TPS7,"Encodes an enzyme putatively involved in trehalose biosynthesis. Though the protein has both trehalose-6-phosphate synthase (TPS)-like and trehalose-6-phosphate phosphatase (TPP)-like domains, neither activity has been detected in enzymatic assays nor has the protein been able to complement yeast TPS or TPP mutants."
AT1G06420,,
AT1G06423,,
AT1G06430,FTSH8,encodes a FtsH protease that is localized to the chloroplast
AT1G06440,,
AT1G06443,,
AT1G06450,CAF1g,
AT1G06460,ACD31.2|ACD32.1,ACD32.1 encodes an alpha-crystallin domain  containing protein with homology to small heat shock proteins.
AT1G06463,,
AT1G06467,,
AT1G06470,,
AT1G06473,,
AT1G06475,,
AT1G06490,ATGSL07|atgsl7|CalS7|gsl07|GSL07|GSL7,encodes a gene similar to callose synthase
