gene_set,analysis,covariate,direction,go_id,go_name,go_aspect,genes_in_set,genes_in_term,overlap,fold_enrichment,p_value,example_genes,fdr
primary|leaf_final|up,primary,leaf_final,up,GO:0031329,obsolete regulation of cellular catabolic process,biological_process,342,58,3,1.5940713853599515,0.2907455044103328,AT3G17330;AT3G60500;AT5G59710,0.9059104275836078
primary|leaf_final|up,primary,leaf_final,up,GO:0003700,DNA-binding transcription factor activity,molecular_function,342,421,16,1.1712575183008986,0.2926023089466522,AT1G66350;AT1G67260;AT1G69120;AT2G02820;AT2G24790;AT2G45660;AT3G15030;AT3G54340,0.9091277373750912
primary|leaf_final|up,primary,leaf_final,up,GO:0006366,transcription by RNA polymerase II,biological_process,342,59,3,1.567053226286054,0.299672515519753,AT1G17440;AT1G54360;AT4G16265,0.9125784537251246
primary|leaf_final|up,primary,leaf_final,up,GO:0043167,ion binding,molecular_function,342,395,15,1.1703308905174328,0.3019309071753977,AT1G04180;AT1G23490;AT1G77760;AT2G13440;AT2G25430;AT2G26040;AT2G47730;AT3G29060,0.9125784537251246
primary|leaf_final|up,primary,leaf_final,up,GO:0051052,regulation of DNA metabolic process,biological_process,342,34,2,1.8128654970760232,0.3027921883291684,AT1G06760;AT2G30620,0.9125784537251246
primary|leaf_final|up,primary,leaf_final,up,GO:0072330,monocarboxylic acid biosynthetic process,biological_process,342,34,2,1.8128654970760232,0.3027921883291684,AT2G38010;AT5G58980,0.9125784537251246
primary|leaf_final|up,primary,leaf_final,up,GO:0004396,hexokinase activity,molecular_function,342,11,1,2.8017012227538545,0.3044276461274186,AT1G47840,0.9125784537251246
primary|leaf_final|up,primary,leaf_final,up,GO:0005244,voltage-gated monoatomic ion channel activity,molecular_function,342,11,1,2.8017012227538545,0.3044276461274186,AT4G01840,0.9125784537251246
primary|leaf_final|up,primary,leaf_final,up,GO:0006607,NLS-bearing protein import into nucleus,biological_process,342,11,1,2.8017012227538545,0.3044276461274186,AT1G02690,0.9125784537251246
primary|leaf_final|up,primary,leaf_final,up,GO:0008541,"proteasome regulatory particle, lid subcomplex",cellular_component,342,11,1,2.8017012227538545,0.3044276461274186,AT1G75990,0.9125784537251246
primary|leaf_final|up,primary,leaf_final,up,GO:0016180,snRNA processing,biological_process,342,11,1,2.8017012227538545,0.3044276461274186,AT3G60500,0.9125784537251246
primary|leaf_final|up,primary,leaf_final,up,GO:0022832,voltage-gated channel activity,molecular_function,342,11,1,2.8017012227538545,0.3044276461274186,AT4G01840,0.9125784537251246
primary|leaf_final|up,primary,leaf_final,up,GO:0034472,snRNA 3'-end processing,biological_process,342,11,1,2.8017012227538545,0.3044276461274186,AT3G60500,0.9125784537251246
primary|leaf_final|up,primary,leaf_final,up,GO:0090307,mitotic spindle assembly,biological_process,342,11,1,2.8017012227538545,0.3044276461274186,AT3G01015,0.9125784537251246
primary|leaf_final|up,primary,leaf_final,up,GO:1901361,obsolete organic cyclic compound catabolic process,biological_process,342,113,5,1.3636598871810794,0.3048675037268957,AT2G13540;AT3G13290;AT3G13300;AT3G60500;AT5G59710,0.9125784537251246
primary|leaf_final|up,primary,leaf_final,up,GO:0006468,protein phosphorylation,biological_process,342,396,15,1.1673755094807725,0.3052959650268096,AT1G21590;AT1G69910;AT2G16750;AT2G23200;AT2G34650;AT3G06030;AT3G17850;AT3G23000,0.9125784537251246
primary|leaf_final|up,primary,leaf_final,up,GO:0050789,regulation of biological process,biological_process,342,1553,54,1.071610126410682,0.3102665160684644,AT1G05460;AT1G06760;AT1G14790;AT1G24190;AT1G48500;AT1G49130;AT1G66350;AT1G67260,0.9248825557503736
primary|leaf_final|up,primary,leaf_final,up,GO:0140640,"catalytic activity, acting on a nucleic acid",molecular_function,342,398,15,1.161509300890417,0.312058419663432,AT1G14790;AT1G63020;AT1G68460;AT1G69440;AT2G35340;AT2G39740;AT2G40030;AT2G47680,0.9248825557503736
primary|leaf_final|up,primary,leaf_final,up,GO:0017076,purine nucleotide binding,molecular_function,342,142,6,1.3021991598715097,0.313897784793376,AT1G23490;AT1G64190;AT3G53800;AT4G17160;AT5G12250;AT5G59150,0.9248825557503736
primary|leaf_final|up,primary,leaf_final,up,GO:0045892,negative regulation of DNA-templated transcription,biological_process,342,35,2,1.7610693400167083,0.3148666348183512,AT1G24190;AT5G15020,0.9248825557503736
primary|leaf_final|up,primary,leaf_final,up,GO:1902679,negative regulation of RNA biosynthetic process,biological_process,342,35,2,1.7610693400167083,0.3148666348183512,AT1G24190;AT5G15020,0.9248825557503736
primary|leaf_final|up,primary,leaf_final,up,GO:0140657,ATP-dependent activity,molecular_function,342,370,14,1.1661134819029555,0.3153170516878389,AT1G02530;AT1G30420;AT1G71960;AT2G31900;AT2G35340;AT2G47680;AT3G15120;AT3G26560,0.9248825557503736
primary|leaf_final|up,primary,leaf_final,up,GO:0140677,molecular function activator activity,molecular_function,342,88,4,1.4008506113769272,0.3196839465207554,AT1G05520;AT2G20440;AT3G01015;AT3G60740,0.9248825557503736
primary|leaf_final|up,primary,leaf_final,up,GO:0055086,nucleobase-containing small molecule metabolic process,biological_process,342,171,7,1.2615847611230806,0.319773116984784,AT1G31220;AT1G32380;AT1G64190;AT2G42910;AT3G57610;AT4G33790;AT5G47030,0.9248825557503736
primary|leaf_final|up,primary,leaf_final,up,GO:0005576,extracellular region,cellular_component,342,116,5,1.328392821133293,0.3240807437376881,AT1G75030;AT2G38010;AT5G07520;AT5G17920;AT5G58980,0.9248825557503736
primary|leaf_final|up,primary,leaf_final,up,GO:1990837,sequence-specific double-stranded DNA binding,molecular_function,342,344,13,1.1646606827145385,0.3259563311907723,AT1G69120;AT2G02820;AT2G45100;AT2G45660;AT3G12280;AT3G54340;AT4G01460;AT4G20970,0.9248825557503736
primary|leaf_final|up,primary,leaf_final,up,GO:0010876,lipid localization,biological_process,342,62,3,1.4912280701754386,0.3265189081356951,AT5G07520;AT5G07560;AT5G61740,0.9248825557503736
primary|leaf_final|up,primary,leaf_final,up,GO:0005643,nuclear pore,cellular_component,342,36,2,1.7121507472384665,0.3268939221036466,AT1G59660;AT1G80670,0.9248825557503736
primary|leaf_final|up,primary,leaf_final,up,GO:0005819,spindle,cellular_component,342,36,2,1.7121507472384665,0.3268939221036466,AT3G49650;AT4G22970,0.9248825557503736
primary|leaf_final|up,primary,leaf_final,up,GO:0006405,RNA export from nucleus,biological_process,342,36,2,1.7121507472384665,0.3268939221036466,AT1G59660;AT1G80670,0.9248825557503736
primary|leaf_final|up,primary,leaf_final,up,GO:0016831,carboxy-lyase activity,molecular_function,342,36,2,1.7121507472384665,0.3268939221036466,AT1G65960;AT4G37870,0.9248825557503736
primary|leaf_final|up,primary,leaf_final,up,GO:0005507,copper ion binding,molecular_function,342,12,1,2.5682261208577,0.3270210305917005,AT4G14940,0.9248825557503736
primary|leaf_final|up,primary,leaf_final,up,GO:0008300,isoprenoid catabolic process,biological_process,342,12,1,2.5682261208577,0.3270210305917005,AT3G14440,0.9248825557503736
primary|leaf_final|up,primary,leaf_final,up,GO:0009908,flower development,biological_process,342,12,1,2.5682261208577,0.3270210305917005,AT1G69180,0.9248825557503736
primary|leaf_final|up,primary,leaf_final,up,GO:0030422,siRNA processing,biological_process,342,12,1,2.5682261208577,0.3270210305917005,AT1G14790,0.9248825557503736
primary|leaf_final|up,primary,leaf_final,up,GO:0045132,meiotic chromosome segregation,biological_process,342,12,1,2.5682261208577,0.3270210305917005,AT4G22970,0.9248825557503736
primary|leaf_final|up,primary,leaf_final,up,GO:0090567,reproductive shoot system development,biological_process,342,12,1,2.5682261208577,0.3270210305917005,AT1G69180,0.9248825557503736
primary|leaf_final|up,primary,leaf_final,up,GO:0005488,binding,molecular_function,342,2805,95,1.043771043771044,0.3297348723844085,AT1G02690;AT1G04180;AT1G06220;AT1G06760;AT1G07360;AT1G07940;AT1G08880;AT1G13950,0.9293306616344528
primary|leaf_final|up,primary,leaf_final,up,GO:0065008,regulation of biological quality,biological_process,342,173,7,1.246999966196802,0.3302788933460612,AT1G04180;AT3G17330;AT3G54826;AT3G60500;AT3G63110;AT4G01840;AT5G59710,0.9293306616344528
primary|leaf_final|up,primary,leaf_final,up,GO:0007017,microtubule-based process,biological_process,342,145,6,1.2752571082879611,0.3311446060023884,AT3G01015;AT3G49650;AT3G60740;AT4G05190;AT4G21270;AT5G12250,0.929395675370571
primary|leaf_final|up,primary,leaf_final,up,GO:0030695,GTPase regulator activity,molecular_function,342,63,3,1.4675577833472568,0.3354725553663768,AT1G05520;AT2G20440;AT3G60740,0.9367605295748944
primary|leaf_final|up,primary,leaf_final,up,GO:0060589,nucleoside-triphosphatase regulator activity,molecular_function,342,63,3,1.4675577833472568,0.3354725553663768,AT1G05520;AT2G20440;AT3G60740,0.9367605295748944
primary|leaf_final|up,primary,leaf_final,up,GO:0043085,positive regulation of catalytic activity,biological_process,342,37,2,1.6658764027185078,0.3388644164101386,AT2G20440;AT3G18580,0.9367605295748944
primary|leaf_final|up,primary,leaf_final,up,GO:0050657,nucleic acid transport,biological_process,342,37,2,1.6658764027185078,0.3388644164101386,AT1G59660;AT1G80670,0.9367605295748944
primary|leaf_final|up,primary,leaf_final,up,GO:0050658,RNA transport,biological_process,342,37,2,1.6658764027185078,0.3388644164101386,AT1G59660;AT1G80670,0.9367605295748944
primary|leaf_final|up,primary,leaf_final,up,GO:0051236,establishment of RNA localization,biological_process,342,37,2,1.6658764027185078,0.3388644164101386,AT1G59660;AT1G80670,0.9367605295748944
primary|leaf_final|up,primary,leaf_final,up,GO:0003712,transcription coregulator activity,molecular_function,342,91,4,1.3546687230897756,0.3419069922971385,AT1G24190;AT1G54360;AT3G07610;AT5G15020,0.9408961155418372
primary|leaf_final|up,primary,leaf_final,up,GO:0099023,vesicle tethering complex,cellular_component,342,64,3,1.444627192982456,0.3444205566312132,AT5G12370;AT5G16280;AT5G59730,0.9408961155418372
primary|leaf_final|up,primary,leaf_final,up,GO:0005876,spindle microtubule,cellular_component,342,13,1,2.3706702654071075,0.3488826194535581,AT3G49650,0.9408961155418372
primary|leaf_final|up,primary,leaf_final,up,GO:0006368,transcription elongation by RNA polymerase II,biological_process,342,13,1,2.3706702654071075,0.3488826194535581,AT4G16265,0.9408961155418372
primary|leaf_final|up,primary,leaf_final,up,GO:0006536,glutamate metabolic process,biological_process,342,13,1,2.3706702654071075,0.3488826194535581,AT1G65960,0.9408961155418372
primary|leaf_final|up,primary,leaf_final,up,GO:0006893,Golgi to plasma membrane transport,biological_process,342,13,1,2.3706702654071075,0.3488826194535581,AT5G12370,0.9408961155418372
primary|leaf_final|up,primary,leaf_final,up,GO:0019319,hexose biosynthetic process,biological_process,342,13,1,2.3706702654071075,0.3488826194535581,AT4G37870,0.9408961155418372
primary|leaf_final|up,primary,leaf_final,up,GO:0071014,post-mRNA release spliceosomal complex,cellular_component,342,13,1,2.3706702654071075,0.3488826194535581,AT3G13210,0.9408961155418372
primary|leaf_final|up,primary,leaf_final,up,GO:0004521,RNA endonuclease activity,molecular_function,342,38,2,1.6220375500153892,0.3507691551212063,AT1G69440;AT4G37510,0.9408961155418372
primary|leaf_final|up,primary,leaf_final,up,GO:0006403,RNA localization,biological_process,342,38,2,1.6220375500153892,0.3507691551212063,AT1G59660;AT1G80670,0.9408961155418372
primary|leaf_final|up,primary,leaf_final,up,GO:0048608,reproductive structure development,biological_process,342,38,2,1.6220375500153892,0.3507691551212063,AT1G69180;AT5G07560,0.9408961155418372
primary|leaf_final|up,primary,leaf_final,up,GO:0090575,RNA polymerase II transcription regulator complex,cellular_component,342,65,3,1.4224021592442644,0.353358308180969,AT1G17440;AT1G54360;AT4G20970,0.9408961155418372
primary|leaf_final|up,primary,leaf_final,up,GO:0006796,phosphate-containing compound metabolic process,biological_process,342,796,28,1.0840753474977225,0.3550158630010783,AT1G21590;AT1G31220;AT1G32380;AT1G47840;AT1G58643;AT1G59312;AT1G64190;AT1G69910,0.9408961155418372
primary|leaf_final|up,primary,leaf_final,up,GO:0005976,polysaccharide metabolic process,biological_process,342,93,4,1.3255360623781676,0.3567509157650325,AT1G02640;AT1G09610;AT2G21770;AT3G47010,0.9408961155418372
primary|leaf_final|up,primary,leaf_final,up,GO:0012505,endomembrane system,cellular_component,342,977,34,1.0725038457624785,0.3586543387017428,AT1G01960;AT1G02190;AT1G05520;AT1G09610;AT1G10980;AT1G13250;AT1G24470;AT1G29050,0.9408961155418372
primary|leaf_final|up,primary,leaf_final,up,GO:0016020,membrane,cellular_component,342,1882,64,1.0480327634530888,0.3587524271742758,AT1G01610;AT1G02190;AT1G02890;AT1G05520;AT1G07710;AT1G10970;AT1G10980;AT1G12110,0.9408961155418372
primary|leaf_final|up,primary,leaf_final,up,GO:0006721,terpenoid metabolic process,biological_process,342,39,2,1.5804468436047383,0.3625998135844881,AT1G78970;AT4G36770,0.9408961155418372
primary|leaf_final|up,primary,leaf_final,up,GO:0042445,hormone metabolic process,biological_process,342,39,2,1.5804468436047383,0.3625998135844881,AT1G04180;AT3G63110,0.9408961155418372
primary|leaf_final|up,primary,leaf_final,up,GO:0043130,ubiquitin binding,molecular_function,342,39,2,1.5804468436047383,0.3625998135844881,AT1G80670;AT3G18860,0.9408961155418372
primary|leaf_final|up,primary,leaf_final,up,GO:0044093,positive regulation of molecular function,biological_process,342,39,2,1.5804468436047383,0.3625998135844881,AT2G20440;AT3G18580,0.9408961155418372
primary|leaf_final|up,primary,leaf_final,up,GO:0019219,regulation of nucleobase-containing compound metabolic process,biological_process,342,740,26,1.0828196617670305,0.3646649299630468,AT1G06760;AT1G24190;AT1G49130;AT1G66350;AT1G69120;AT2G02820;AT2G30620;AT2G45660,0.9408961155418372
primary|leaf_final|up,primary,leaf_final,up,GO:0008610,lipid biosynthetic process,biological_process,342,209,8,1.1796636727384648,0.3678416174997264,AT1G02190;AT1G77740;AT1G78970;AT2G38010;AT2G38995;AT5G37300;AT5G44630;AT5G58980,0.9408961155418372
primary|leaf_final|up,primary,leaf_final,up,GO:0006354,DNA-templated transcription elongation,biological_process,342,14,1,2.201336675020886,0.3700360481746452,AT4G16265,0.9408961155418372
primary|leaf_final|up,primary,leaf_final,up,GO:0006754,ATP biosynthetic process,biological_process,342,14,1,2.201336675020886,0.3700360481746452,AT5G47030,0.9408961155418372
primary|leaf_final|up,primary,leaf_final,up,GO:0015986,proton motive force-driven ATP synthesis,biological_process,342,14,1,2.201336675020886,0.3700360481746452,AT5G47030,0.9408961155418372
primary|leaf_final|up,primary,leaf_final,up,GO:0044273,sulfur compound catabolic process,biological_process,342,14,1,2.201336675020886,0.3700360481746452,AT5G25980,0.9408961155418372
primary|leaf_final|up,primary,leaf_final,up,GO:0048316,seed development,biological_process,342,14,1,2.201336675020886,0.3700360481746452,AT5G07560,0.9408961155418372
primary|leaf_final|up,primary,leaf_final,up,GO:0070918,regulatory ncRNA processing,biological_process,342,14,1,2.201336675020886,0.3700360481746452,AT1G14790,0.9408961155418372
primary|leaf_final|up,primary,leaf_final,up,GO:0071805,potassium ion transmembrane transport,biological_process,342,14,1,2.201336675020886,0.3700360481746452,AT4G01840,0.9408961155418372
primary|leaf_final|up,primary,leaf_final,up,GO:0090114,COPII-coated vesicle budding,biological_process,342,14,1,2.201336675020886,0.3700360481746452,AT1G05520,0.9408961155418372
primary|leaf_final|up,primary,leaf_final,up,GO:0005802,trans-Golgi network,cellular_component,342,95,4,1.2976300400123113,0.371591961302775,AT1G01960;AT1G33170;AT2G21770;AT3G29060,0.9408961155418372
primary|leaf_final|up,primary,leaf_final,up,GO:0015932,nucleobase-containing compound transmembrane transporter activity,molecular_function,342,40,2,1.5409356725146195,0.3743486733551632,AT1G70330;AT2G28315,0.9408961155418372
primary|leaf_final|up,primary,leaf_final,up,GO:1901505,carbohydrate derivative transmembrane transporter activity,molecular_function,342,40,2,1.5409356725146195,0.3743486733551632,AT1G70330;AT2G28315,0.9408961155418372
primary|leaf_final|up,primary,leaf_final,up,GO:0009059,macromolecule biosynthetic process,biological_process,342,505,18,1.098488796248046,0.3745420563787385,AT1G01610;AT1G06220;AT1G07940;AT1G09610;AT1G13950;AT1G17440;AT1G54360;AT1G55520,0.9408961155418372
primary|leaf_final|up,primary,leaf_final,up,GO:0003682,chromatin binding,molecular_function,342,96,4,1.28411306042885,0.3790048064264284,AT1G06760;AT2G30620;AT3G07610;AT3G15120,0.9408961155418372
primary|leaf_final|up,primary,leaf_final,up,GO:0045017,glycerolipid biosynthetic process,biological_process,342,68,3,1.3596491228070176,0.3800664023925926,AT1G77740;AT2G38995;AT5G37300,0.9408961155418372
primary|leaf_final|up,primary,leaf_final,up,GO:0050793,regulation of developmental process,biological_process,342,68,3,1.3596491228070176,0.3800664023925926,AT1G67260;AT2G24790;AT3G15030,0.9408961155418372
primary|leaf_final|up,primary,leaf_final,up,GO:0006900,vesicle budding from membrane,biological_process,342,41,2,1.5033518756240192,0.3860085918186612,AT1G05520;AT2G25430,0.9408961155418372
primary|leaf_final|up,primary,leaf_final,up,GO:0010817,regulation of hormone levels,biological_process,342,41,2,1.5033518756240192,0.3860085918186612,AT1G04180;AT3G63110,0.9408961155418372
primary|leaf_final|up,primary,leaf_final,up,GO:0051253,negative regulation of RNA metabolic process,biological_process,342,41,2,1.5033518756240192,0.3860085918186612,AT1G24190;AT5G15020,0.9408961155418372
primary|leaf_final|up,primary,leaf_final,up,GO:0061458,reproductive system development,biological_process,342,41,2,1.5033518756240192,0.3860085918186612,AT1G69180;AT5G07560,0.9408961155418372
primary|leaf_final|up,primary,leaf_final,up,GO:1901136,carbohydrate derivative catabolic process,biological_process,342,41,2,1.5033518756240192,0.3860085918186612,AT5G25980;AT5G43710,0.9408961155418372
